"Precios al consumidor de una selección de alimentos, bebidas y otros artículos de la canasta del Índice de precios al consumidor, según regiones. Junio 2017- febrero 2025",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Región,Productos seleccionados,Unidad de medida,Año 2017,,,,,,,,Año 2018,,,,,,,,,,,,,Año 2019,,,,,,,,,,,,,Año 2020,,,,,,,,,,,,,Año 2021,,,,,,,,,,,,,Año 2022,,,,,,,,,,,,,Año 2023,,,,,,,,,,,,,Año 2024,,,,,,,,,,,,,Año 2025,
,,,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero ,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero,Febrero
,,,Pesos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBA,Pan francés,kg,38.64,39.12,39.43,39.71,39.89,40.24,40.55,,41.29,42.62,44.38,45.83,49.81,55.19,57.05,57.61,67.25,71.9,72.63,73.49,,75.04,76.94,79.9,81.56,83.89,87.52,88.68,92.16,98.61,100.62,106.12,108.02,,111.25,112.99,116.37,116.52,113.97,116.46,116.71,116.91,127.31,132.1,138.31,140.13,,145.61,151.12,157.27,164.717942940625,172.293018932874,182.910621066996,185.115698554028,188.621431134082,190.09,197.99,204.32,207.97,,209.92,225.82,265.71,295.24,301.62,311.8,327.39,343.1,366.54,385.2,407.77,428.42,,435.66,459.15,505.58,545.94,617.19,698.16,756.05,861.81,980.2,1076.98,1244.72,1534.79,,1790.62,1942.55,2214.07,2376.84,2501.86,2597.5,2663.51,2774.95,2878.01,2948.01,3040.97,3095.49,,3154.17,3212.93
GBA,Harina de trigo común,kg,10.67,10.61,10.65,10.66,10.61,10.81,11.03,,11.2,11.64,11.94,12.72,16.69,20.99,23.35,24.09,26.92,29.19,30.23,30.32,,30.81,31.28,31.56,31.69,33.15,34.3,34.85,36.04,38.34,38.9,39.48,40.24,,42.07,43.62,43.43,43.7,44.22,44.41,45.62,46.04,46.12,47.66,45.17,42.55,,43.62,45.06,45.12,46.399629320835,49.5059559771371,50.9380564397098,52.7091162053103,53.547282963772,56.83,59.29,59.37,59.46,,62.82,65.55,74.22,86.18,95.25,95.24,107.06,114.41,123.46,132.37,140.7,146.91,,160.14,172.29,176.24,185.36,193.13,196.65,207.44,222.91,241.22,269.52,323.26,492.38,,665.79,741.12,818.97,816.97,786.85,828.26,851.77,829.47,829.22,815.9,830.61,822.88,,818.77,824.92
GBA,Arroz blanco simple,kg,20.96,21.08,21.25,21.49,21.74,21.74,22.1,,22.81,23.22,23.84,24.37,24.64,25.99,26.82,28.7,33.39,35.53,37.65,38.61,,39.39,40.6,40.94,42.2,44.27,45.36,45.83,48.48,49.5,50.38,54.75,57.46,,63.84,66.04,67.75,70.13,70.22,72.56,73.25,73.8,75.75,80.55,80.9,81.76,,81.53,81.61,84.36,96.383823096717,108.970152781559,111.682709382476,111.743490566369,117.360671749081,115.14,116.74,114.43,114.82,,120.6,120.62,124.5,127.08,131.18,136.95,137.75,143.83,154.33,167.76,173.27,183.52,,198.02,226.87,242.47,269.86,318.44,358.85,403.18,460.4,582.04,789.18,1020.69,1557.53,,2046.61,2355.31,2445.35,2422.83,2351.11,2336.91,2301.88,2288.26,2262,2285.88,2273.69,2190.58,,2110.76,1937.98
GBA,Fideos secos tipo guisero,500 g,19.08,19.53,19.73,19.86,20.13,20.34,20.54,,21.23,21.56,22.35,22.86,25.03,26.94,28.33,28.88,34.68,37.81,40.34,41.28,,42.15,43.21,43.89,46.99,48.3,48.47,49.29,49.95,51.45,52.06,53.09,53.79,,56.92,58.85,59.15,59.79,59.1,58.07,59.54,60.08,60.37,60.39,61.54,60.87,,61.51,64.04,66.86,68.8651822767214,69.4488307099251,71.1595827127392,73.6907467469398,75.188592325642,75.34,77.52,76.95,78.44,,80.6,84.2,93.18,100.91,108.12,122.06,139.54,152.35,162.58,177.09,184.35,191.91,,207.95,221.36,235.67,247.65,278.12,308.03,327.01,347.03,391.36,516.94,760.44,991.66,,1125.02,1260.22,1304.62,1359.24,1399.7,1371.32,1396.5,1431.34,1394.23,1374.73,1382.81,1392.73,,1412.18,1415.42
GBA,Carne picada común,kg,72.2,72.71,73.4,73.28,73.75,73.83,72.92,,72.19,75.63,77.08,80.3,83.4,90.41,91.52,95.14,102.45,105.97,106.89,106.47,,113.53,126.42,134.04,135.35,137.67,137.31,141.22,147.85,156.25,157.13,168.39,178.35,,202.41,209.42,214.88,227.42,229.53,230.34,235.95,247.99,248.81,254.61,271.41,300.9,,313.33,327.65,355.55,372.637741909348,407.231596732536,427.820656653559,429.771086517106,414.759300910814,431.41,430.85,479.86,507.32,,481.74,538.25,559.84,614.62,664.87,686.83,695.04,697.06,719.47,728.26,704.96,698.77,,750.61,1013.04,1047.42,1097.26,1146.09,1172.34,1221.66,1702.55,1972.69,2065.09,2345.9,3142.87,,3469.9,3807.3,4193.13,4441.39,4673.95,4837.91,4883.83,4913.59,4934.2,4918.39,5020.98,5395,,5464.55,6081.11
GBA,Pollo entero,kg,34.45,35.51,36.21,38.57,39.3,38.19,39.63,,41.78,45.32,47.36,44.75,44.04,46.5,47.41,51.58,59.71,61.37,62.77,64.28,,66.32,72.08,90.41,91.78,84.65,84,80.72,83.88,95.89,98.32,101.17,102.48,,107.04,108.47,118.62,118.37,111.93,111.67,114.78,119.25,122.1,132.42,133.55,154.99,,160.99,168.6,175.11,178.410482313829,180.57221887911,190.575231220058,193.658403385762,198.662496786726,205.53,208.68,217.62,223.64,,229.35,240.37,276.59,310,335.82,356.69,367.61,380.37,404.87,424.66,426.82,437.28,,452.94,483.55,612.5,774.33,726.36,687.76,696.94,840.37,993.4,1100.39,1275.08,1652.73,,1882.69,2094.9,2370.27,2564.95,2598.08,2602.27,2659.11,2853.71,3002.26,2982.07,3007.36,3138.91,,3084.45,3096.29
GBA,Aceite de girasol,"1,5 litros",50.41,51.35,52.35,54.09,54.68,55.11,55.52,,55.86,56.01,57.25,59.53,62.4,69.79,76.14,78.36,92.12,96.66,97.83,97.76,,98.05,97.98,98.91,101.13,106.54,108.98,112.8,117.5,124.08,127.47,130.85,132.73,,144.33,149.44,150.46,150.03,150.58,149.68,153.39,153.93,157.02,170.81,177.75,181.9,,190.11,192.1,202.19,220.947306827983,233.349110859985,240.68773931503,251.838384780312,258.721479803637,273.66,290.33,289.3,296.67,,305.48,312.8,309.79,351.67,370.71,418.66,487.16,576.12,632.66,714.85,727.68,776.18,,814.01,867.67,885.92,909.17,928.68,950.1,964.8,1026,1099.4,1157,1273.09,1993.79,,2630.43,2763.02,2979.43,2969.19,2928.69,2933.21,2957.99,2985.42,3025.31,3179.06,3295.82,3472.38,,3697.52,3810.07
GBA,Leche fresca entera sachet,Litro,20.96,21.53,21.72,21.81,21.95,22.63,22.8,,22.98,23.08,23.26,23.84,23.89,24.58,24.84,26.09,28.28,30.66,31.3,33.52,,35.36,36.25,39.65,42.25,44.32,44.77,46.88,48.37,47.98,48.97,50.04,50.98,,55.02,54.01,55.72,54.84,54.58,54.87,55.89,56,55.94,57.05,57.45,57.3,,58,62.05,69.52,76.3513245461347,77.2139293767186,84.1034856069125,84.9197760444648,86.7027184673727,93.73,93.28,89.46,90.29,,91.22,95.44,108.75,117.5,125.69,132.51,142.42,153.89,171.06,200.61,210.21,216.31,,225.27,236.04,251.87,271.29,293.3,309.63,330.57,357.21,381.93,413.3,457.1,614.66,,842.24,1018.87,1210.72,1276.28,1320.05,1355.43,1305.07,1353.44,1358.1,1390.63,1428.74,1454.57,,1483.06,1496.62
GBA,Huevos de gallina,Docena,33.23,33.54,33.63,33.7,33.93,33.99,33.94,,34.19,36.99,43.8,48,51.52,51.95,52.46,53.55,59.81,62.35,62.84,62.86,,63.66,64.9,69.59,73.78,75.56,77.65,77.75,79.43,82.22,84.33,87.83,90.9,,93.89,96.04,97.66,104.97,114.06,115.52,121.3,123.35,123.98,125.97,125.86,126.16,,127.31,127.51,130.07,133.462676754315,134.992445139442,138.466486229359,146.477790388881,147.683904475283,152.16,153.69,155.52,159.68,,163.58,200.45,243.77,263.81,268.24,272.46,305.61,345.75,353.57,376.96,396.5,411.77,,432.85,490.18,616.35,744.62,812.81,856.34,890.31,1050.63,1247.41,1313.33,1397.28,1622.13,,1845.96,1993.17,2407,2559.83,2573.89,2576.45,2654.92,2732.1,2848.02,3038.06,3114.32,3163.44,,3161.83,3229.38
GBA,Papa,kg,13.9,14.48,14.35,14.37,15.34,18.7,18.65,,17.64,16.64,15.67,15.31,15.7,15.41,15.81,16.06,16.15,21.83,28.64,23.45,,22.45,20.33,21.22,20.83,21.06,22.62,24.22,25.53,28.09,27.23,28.35,27.6,,31.24,33.23,32.84,36.65,34.58,33.85,36.48,38.04,36.68,49.21,57.26,61.1,,59.7,59.67,55.86,54.35498683562542,55.953824901397915,53.3307515790519,52.36173674744449,50.19178002585386,51.18,52.86,55.84,53.71,,61.33,71.35,67.24,68.2,71.28,86.64,91.32,120.84,142.16,224.06,206.65,210.94,,263.02,256.7,246.9,240.82,251.59,313.8,420.69,539.83,616.42,604.95,621.43,715.39,,721.76,749.73,748.7,734.05,714.83,708.8,913.17,1274.15,1326.9,1393.92,1197.23,1046.62,,842.73,790.79
GBA,Azúcar,kg,19.16,19.37,19.58,19.78,20.12,20.7,21.59,,22.58,23.57,24.28,24.68,25.14,25.38,25.38,25.76,27.67,28.03,28.26,28.81,,29.64,30.14,31.63,33.86,36.17,38.05,39.17,41.22,42.13,42.31,43.12,44.18,,50.66,56.99,61.83,66.25,65.43,65.75,64.33,62.97,64.01,65.15,64.48,66.12,,66.78,68.58,69,69.6394245744247,69.5755585032031,70.9590784189815,73.685482121513,75.6773169692804,78.15,78.87,79.26,81.71,,83.75,89.08,98.46,110.09,123.16,133.11,173.68,203.52,230.74,248.31,254.41,251.86,,254.84,271.75,293.61,355.67,459.16,614.94,719.94,761.15,870.89,1007.9,1091.95,1308.43,,1318.26,1239.38,1216.28,1185.14,1104.68,1088.92,1080.57,1127.88,1109.76,1092.81,1091.08,1122.88,,1114.45,1128.86
GBA,Detergente líquido,750 cc,19.53,19.84,20.1,20.08,20.55,20.77,20.96,,21.24,21.16,22.16,22.46,22.99,24.12,24.93,26.52,30.97,33.9,35.65,37.47,,40.28,42.81,44.34,46.01,48.33,50.29,51.29,53.31,58.75,60.92,63.01,63.55,,63.3,64.91,65.34,65.82,67.36,67.37,68.13,69.4,69.03,69.94,70.73,73.04,,75.03,77.05,79.52,81.8298272077617,84.6023129228369,88.2422074223283,91.1088064397428,92.425562212087,96.43,98.65,104.38,111.31,,114.95,119.86,130.13,139.97,150.47,157.6,163.79,178.55,189.51,195.38,202.27,207.92,,219.13,232.05,239.07,250.43,271.33,292.53,306.16,319.49,372.18,420.32,485.11,721.8,,1057.03,1161.25,1317.75,1370.91,1412.97,1483.27,1499.6,1495.37,1509.9,1526.04,1493.08,1502.49,,1547.67,1563.03
GBA,Lavandina,1.000 cc,15.7,15.62,15.64,15.96,16.13,16.31,16.6,,17.22,17.65,18.05,19.11,19.76,20.27,21.07,21.57,24.15,26.11,27.11,28.46,,30.17,31.27,33.68,34.68,36.35,38,38.63,39.61,42.22,43.53,44.68,46.38,,47.36,47.71,48.45,49.45,49.63,52.14,52.9,52.61,53.67,54.87,53.95,54.48,,54.46,54.75,54.98,55.7861003062052,56.1544077445742,56.831848977187,58.8724173752141,60.6554514868132,64.63,66.62,67.05,71.05,,72.85,77.26,80.48,89.65,94.02,96.76,106.55,123.51,136.55,142.48,150.82,158.29,,169.62,175.1,181.11,188.7,203.16,219.2,236.34,257.14,295.42,331.01,365.72,522.96,,751.79,832.73,936.61,984.42,989.66,1012.68,1048.24,1042.22,1052.82,1106.3,1106.63,1094.49,,1098.59,1122.95
GBA,Jabón de tocador,125 g,13.99,14.12,14.24,14.51,14.6,14.92,14.99,,15.07,15.32,15.81,15.96,16.26,16.96,17.63,18.51,20.76,21.96,22.94,23.48,,24.69,25.45,26.17,27.17,28.34,28.96,30.15,31.34,33.79,34.87,36.08,37.49,,38.79,40.6,41.96,42.45,42.8,42.36,42.71,44.05,45.12,46.2,47.16,47.4,,47.08,50.13,51.19,52.280053496684,53.4133261696308,54.2118629543064,57.054359740705,58.4098396776261,61.38,63.91,67.78,69.61,,73.15,77.41,82.17,89.85,94.54,105.14,116.38,128.12,142.53,152.38,162.05,172.01,,179.71,190.65,198.87,209.61,217.53,234.4,246.2,260.56,285.68,301.15,326.4,451.57,,635.47,690.5,707.67,752.27,756.55,751.23,779.25,808.63,837.75,853.23,864.23,863.47,,908.32,926.91
Pampeana,Pan francés,kg,31.42,31.93,32.32,32.62,33.03,33.31,33.55,,34.1,35.05,36.48,37.81,40.69,46.25,47.62,48.81,55.08,57.98,58.73,59.36,,60.57,62.07,63.34,64.71,67,69.59,71.76,75.44,80.17,81.54,84.09,85.63,,88.32,89.91,91.82,94.2,97.47,97.58,98.76,100.61,102.44,106.46,109.65,112.74,,118.71,124.95,130.72,136.056198473374,141.5783086,149.56031807267,153.536998303346,156.7035412,160.34,166.77,169.24,174.78,,180.46,189.19,225.75,247.89,260.8,268.78,282.23,305.11,318.09,334.24,358.07,376.71,,392.17,412.84,435.19,469.09,513.29,561.86,598.07,671.81,761.76,826.08,956.49,1197.25,,1429.27,1609.18,1751.83,1833.75,1937.14,2094.22,2160.38,2237.21,2290.12,2329.48,2391.75,2444.68,,2493.16,2536.06
Pampeana,Harina de trigo común,kg,11.19,11.17,11.19,11.25,11.35,11.44,11.62,,11.72,12.01,12.38,13.56,16.32,21.68,23.16,24.09,28.06,30.03,30.84,30.71,,30.34,30.66,31.22,32.02,32.98,33.97,34.42,35.88,38.29,39.43,40.22,40.63,,42.74,43.71,44.52,46.06,48.19,48.53,49.78,50,49.77,50.24,50.98,51.55,,52.42,53.53,53.44,55.0917100854508,58.02401613,59.551126114452,61.3296823704734,63.10925464,64.03,64.9,66.22,67.64,,68.53,72.62,83.2,93.61,99.84,106.83,114.9,128.15,138.66,146.56,158.7,166.54,,171.99,181.86,193.06,203.25,214.44,227.08,240.02,258.46,284.05,312.72,365.22,552.51,,752.52,805.51,859.77,867.47,872.66,902.5,930.16,941.67,942.67,941.87,934.78,929.77,,925.31,915.69
Pampeana,Arroz blanco simple,kg,20.79,21.22,21.76,21.97,21.92,21.99,22.43,,22.8,23.21,23.9,24.37,25.32,27.14,28.16,29.2,34.28,38.42,39.71,40.91,,41.89,42.54,43.9,44.88,46.46,47.63,49.14,51.24,54.73,55.86,58.57,61.29,,66.91,70.81,72.79,73.7,75.59,76.28,78.65,81.78,84.47,87.8,91.78,94.46,,97.75,100.81,105.9,111.330407337798,116.5141043,119.761339505879,124.735482704806,127.2048067,129.8,131.74,132.61,135.71,,138.32,141.56,146.22,150.64,155.89,159.8,169.83,179.31,185.96,195.06,204.93,218.76,,229.86,250.47,278.63,316.31,380.88,426.58,476.92,550.68,664.29,811.65,1034.75,1518.33,,2113.86,2399.33,2577.4,2716.51,2661.07,2648.16,2688.94,2643.63,2635.55,2637.84,2613.56,2542.64,,2527.38,2431.62
Pampeana,Fideos secos tipo guisero,500 g,16.91,17.22,17.79,18.01,18.07,18.43,18.66,,19.32,19.52,19.64,20.24,22.18,24.06,26.19,27.45,31.59,34.98,36.49,37.78,,38.67,39.79,40.09,41.45,43.4,43.85,44.39,45.11,46.24,47.99,48.66,49.18,,52.64,54.38,54.81,54.82,56.03,56.21,57.68,58.51,59.09,58.7,60.2,60.32,,61.52,63.11,64.75,66.0375634017397,67.51632186,69.2013716284943,71.7551443812481,73.24745643,74.71,76.92,77.52,77.79,,80.56,83.9,91.12,100.19,108.97,116.44,127.07,141.06,155.28,168.21,180.11,189.57,,199.51,214.51,228.35,248.84,275.71,300.04,322.41,355.7,405.16,480.87,636.36,917.79,,1125.82,1271.17,1334.65,1353.93,1346.18,1350,1348.26,1355.39,1363.24,1370.9,1381.12,1383.17,,1402.86,1417.18
Pampeana,Carne picada común,kg,76.04,77.33,77,77.31,78.34,77.68,77.68,,77.34,79.29,81.57,84.12,85.98,94.44,96.88,102.12,108.91,113.95,114.24,114.88,,120.34,140.06,151.69,152.17,155.3,159.38,160.42,166.94,177.99,179.14,192.05,198.64,,210.95,215.94,228.24,237.47,242.31,242.84,248.16,258.17,262.15,267.62,280.53,328.31,,356.34,365.57,391.96,411.318233389259,438.3959503,473.643589999609,478.904555685475,479.6643163,481.11,475.02,504.49,549.69,,534.26,562.85,629,691.03,741.17,762.43,776.86,790.28,807.84,817.03,807.43,814.28,,825.28,1070.44,1162.93,1212.53,1267.9,1289.23,1353.23,1781.09,2083.79,2145.32,2510.05,3405.18,,3660.15,3976.89,4387.78,4666.75,4877.67,5023.41,5102,5215.75,5245.41,5220.48,5340.27,5739.3,,5812.49,6402
Pampeana,Pollo entero,kg,36.61,37.44,38.37,40.54,40.9,40.06,41.35,,43.73,47.21,50,47.48,45.81,48.29,49.47,53.83,62.3,64,65.28,67.72,,69.21,73.68,90.95,93.19,88.35,86.4,83.79,86.19,98.02,103.12,105.03,107.36,,111.42,111.93,121.12,123.6,115.12,116.37,118.82,125.2,130.09,136.65,139.89,159.02,,175.88,183.49,187.3,191.433946230097,195.2012443,200.606147087468,208.286870497034,211.2598663,219.44,225.66,232.3,242.45,,245.27,256.18,286.52,318.4,342.83,363.73,385.1,402,424.62,446.5,459.24,469.17,,491.34,510.84,625.95,813.27,751.79,735.41,723.94,868.69,1049.39,1156.4,1341.52,1725.66,,2004.4,2185.6,2477.87,2701.62,2780.2,2745.52,2813.62,2980.99,3135.74,3163.18,3228.91,3334.72,,3295.39,3317.93
Pampeana,Aceite de girasol,"1,5 litros",52.46,53.57,54.91,55.8,55.93,55.87,56.58,,57.11,57.15,59.11,61.03,64.64,70.79,77.38,80.24,93.3,99.55,100.75,102.17,,102.66,102.68,103.23,107.25,110.14,112.49,116.68,122.02,130.19,134.82,137.7,141.13,,154.69,158.38,161.43,160.58,161.15,164.03,166.49,170.44,172.37,183.27,194.22,202.74,,217.83,239.99,252.21,271.688197352354,286.661433,305.014418314424,317.378872673239,321.979644,328.98,334.51,334.56,342.37,,345.54,352.55,376.27,407.42,441.73,492.19,560.41,637.51,735.35,781.78,813.96,842.7,,900.95,935.67,970.94,995.23,1039.92,1063.64,1086.79,1151.87,1228.3,1285.26,1411.5,2184.99,,2918.47,3113.5,3235.54,3238.54,3149.09,3121.35,3191.79,3266.25,3352.93,3425.76,3588.21,3802.16,,4008.5,4107.59
Pampeana,Leche fresca entera sachet,Litro,22.63,23.42,23.58,23.53,23.64,24.18,24.25,,24.52,24.61,25,25.43,25.36,26.16,26.58,28.25,30.65,32.64,33.5,35.82,,38.2,39.5,42.99,46.09,48.29,49.01,50.65,52.53,52.61,53.02,54.23,54.62,,58.1,59.46,60.3,61.36,61.07,61.43,61.61,62.64,62.77,63.82,64.52,65.09,,66.19,69.97,76.57,83.3872779547446,87.21904988,91.3751218005004,93.5776551843517,95.45934486,98.86,101.38,100.15,101.8,,105.58,112.89,122.17,129.98,138.32,145.05,155.86,167.97,180.23,199.06,210.69,220.74,,232.14,246.41,265.16,288.83,319.85,345.83,368.89,397.44,429.57,459.16,509.97,659.17,,843.79,1012.2,1183.92,1301.28,1334.58,1396.26,1401.81,1455.42,1470.87,1483.41,1527.54,1525.76,,1560.29,1582.82
Pampeana,Huevos de gallina,Docena,33,33.05,33.4,33.11,33.28,33.36,33.75,,33.93,36.04,41.91,47.36,49.91,51.37,51.81,53.45,57.34,60.54,62.15,62.34,,62.48,65.08,69.92,72.45,73.98,75.08,75.81,76.29,78.81,81.3,83.47,85.93,,89.82,93.88,97.76,108.39,120.79,126.18,130.5,132.42,133.95,135.56,138.22,140.19,,140.01,140.12,140.87,142.492670522926,144.4667827,145.887966485467,151.713978319207,154.5493944,155.75,157.16,157.64,159.89,,165.76,195.56,243.59,259.95,264.4,269.29,297.96,341.15,350.36,369,387.41,408.15,,425.52,470.01,581.03,711.99,784.22,824.91,863.16,971.76,1195.7,1257.6,1338.84,1519.37,,1730.88,1910.82,2250.25,2433.98,2493.15,2555.51,2615.96,2712.1,2825,2954.38,3034.17,3052.91,,3092.34,3188.63
Pampeana,Papa,kg,13.59,13.93,14.26,14.53,14.92,18.05,17.68,,16.67,15.92,14.9,14.69,14.97,14.59,14.59,14.73,15.43,20.77,28.35,22.95,,21.4,19.95,20.57,19.75,19.89,21.49,23.29,24.65,26.89,26.65,27.26,27.4,,29.96,32.62,33.5,38.28,37.43,34.77,36.11,35.88,36.29,48.76,60.13,62.34,,63.27,59.27,57.04,56.1423849426569,54.16543264,53.105862291251,50.7118826451943,49.3875104,49.98,51.42,56.54,53.92,,60.4,70.6,67.7,67.61,68.72,83.21,87.59,118.8,142.73,206.04,205.87,203.84,,249.62,253.13,245.61,247,251.06,315.42,409.93,524.72,608.68,562.29,592.8,690.12,,739.64,768.56,753.41,730.82,733.76,734.39,878.3,1286.93,1356.74,1406.27,1193.41,1027.55,,858.13,790.73
Pampeana,Azúcar,kg,18.62,18.94,19.21,19.45,19.73,20.51,21.48,,21.86,22.72,23.25,23.6,24.03,24.59,24.66,25.22,26.8,27.8,28.07,28.32,,28.87,30.15,31.96,33.96,35.69,37.37,38.46,38.92,39.42,39.94,40.89,42.84,,48.88,56.88,63.73,65.49,66.05,66.77,66.46,67.03,67.38,67.76,67.69,68.2,,68.31,69.38,70.31,71.456427463918,72.26156558,72.7198173812641,74.675399406688,77.67605743,82.34,85.8,87.95,89.89,,92.52,98.12,108.4,120.24,130.03,139.18,169.48,213.91,234.92,250.13,259.29,265.81,,273.61,294.84,329.13,384.78,469.44,596.22,659.84,755.39,896.66,985.59,1085.67,1239.56,,1337.18,1322.53,1320.87,1257.49,1197.22,1143.83,1127.73,1125.63,1137.22,1125.99,1125.97,1132.48,,1141.12,1139.32
